ORIGIN_PT_CODE,DESTINATION_PT_CODE,TOTAL_TRIPS
BP10,NS14,7
BP10,NS15,23
BP10,NS16,14
BP10,NS17,4
BP10,NS18,1
BP10,NS19,2
BP10,NS2,48
BP10,NS20,1
BP10,NS21,0
BP10,NS22,1
BP10,NS23,0
BP10,NS28,0
BP10,NS3,36
BP10,NS4,303
BP10,NS5,55
BP10,NS7,41
BP10,NS8,9
BP10,NS9,35
BP10,SE4,0
BP10,SE5,0
BP10,SW1,0
BP10,SW3,0
BP10,SW5,0
BP10,SW6,0
BP10,SW8,0
BP11,BP10,140
BP11,BP12,88
BP11,BP13,92
BP11,BP2,69
BP11,BP3,78
BP11,BP4,76
BP11,BP5,150
BP11,BP6,1719
BP11,BP7,91
BP11,BP8,301
BP11,BP9,228
BP11,CC1-NE6-NS24,1
BP11,CC10,1
BP11,CC11,1
BP11,CC12,0
BP11,CC14,0
BP11,CC16,0
BP11,CC17,0
BP11,CC19,1
BP11,CC2,0
BP11,CC20,0
BP11,CC21,0
BP11,CC23,3
BP11,CC24,4
BP11,CC25,1
BP11,CC26,1
BP11,CC27,1
BP11,CC28,0
BP11,CC3,0
BP11,CC4-DT15,2
BP11,CC5,0
BP11,CC6,0
BP11,CC7,0
BP11,CC8,0
BP11,CE1,2
BP11,CG1,1
BP11,CG2,1
BP11,DT1,0
BP11,DT10,0
BP11,DT11,4
BP11,DT13,2
BP11,DT17,2
BP11,DT18,2
BP11,DT2,1
BP11,DT20,0
BP11,DT21,0
BP11,DT22,0
BP11,DT23,0
BP11,DT24,0
BP11,DT25,0
BP11,DT27,0
BP11,DT28,0
BP11,DT29,0
BP11,DT3,0
BP11,DT31,0
BP11,DT32,0
BP11,DT33,0
BP11,DT34,0
BP11,DT5,3
BP11,DT6,2
BP11,DT7,1
BP11,DT8,1
BP11,EW1,1
BP11,EW10,0
BP11,EW11,1
BP11,EW12,4
BP11,EW13-NS25,1
BP11,EW14-NS26,1
BP11,EW15,5
BP11,EW16,2
BP11,EW17,8
BP11,EW18,10
BP11,EW19,8
BP11,EW2,1
BP11,EW20,11
BP11,EW21,9
BP11,EW22,15
BP11,EW23,60
BP11,EW24-NS1,320
BP11,EW25,3
BP11,EW26,25
BP11,EW27,62
BP11,EW28,31
BP11,EW29,36
BP11,EW3,0
BP11,EW30,7
BP11,EW31,3
BP11,EW32,5
BP11,EW33,3
BP11,EW4,0
BP11,EW5,1
BP11,EW6,0
BP11,EW7,1
BP11,EW8,2
BP11,EW9,1
BP11,NE1,3
BP11,NE10,0
BP11,NE11,0
BP11,NE12,1
BP11,NE13,0
BP11,NE14,0
BP11,NE15,0
BP11,NE16-STC,0
BP11,NE17-PTC,0
BP11,NE4,2
BP11,NE5,1
BP11,NE7,1
BP11,NE8,0
BP11,NE9,0
BP11,NS10,25
BP11,NS11,23
BP11,NS13,28
BP11,NS14,10
BP11,NS15,23
BP11,NS16,16
BP11,NS17,3
BP11,NS18,1
BP11,NS19,2
BP11,NS2,51
BP11,NS20,2
BP11,NS21,0
BP11,NS22,1
BP11,NS23,0
BP11,NS27,0
BP11,NS28,0
BP11,NS3,37
BP11,NS4,372
BP11,NS5,62
BP11,NS7,33
BP11,NS8,13
BP11,NS9,46
BP11,PE7,0
BP11,PW3,0
BP11,SE1,0
BP11,SW4,0
BP12,BP10,150
BP12,BP11,74
BP12,BP13,55
BP12,BP2,70
BP12,BP3,103
BP12,BP4,55
BP12,BP5,110
BP12,BP6,1612
BP12,BP7,46
BP12,BP8,172
BP12,BP9,204
BP12,CC1-NE6-NS24,1
BP12,CC10,0
BP12,CC11,1
BP12,CC12,0
BP12,CC14,0
BP12,CC16,0
BP12,CC17,0
BP12,CC19,1
BP12,CC2,1
BP12,CC20,0
BP12,CC21,0
BP12,CC23,2
BP12,CC24,4
BP12,CC25,1
BP12,CC26,1
BP12,CC27,1
BP12,CC28,0
BP12,CC3,0
BP12,CC4-DT15,1
BP12,CC5,0
BP12,CC6,0
BP12,CC7,0
BP12,CC8,0
BP12,CE1,1
BP12,CG1,1
BP12,CG2,1
BP12,DT1,0
BP12,DT10,1
BP12,DT11,6
BP12,DT13,1
BP12,DT17,2
BP12,DT18,2
BP12,DT2,0
BP12,DT20,0
BP12,DT21,0
BP12,DT23,0
BP12,DT24,0
BP12,DT25,0
BP12,DT27,0
BP12,DT28,0
BP12,DT29,0
BP12,DT3,0
BP12,DT31,0
BP12,DT32,0
BP12,DT33,0
BP12,DT34,0
BP12,DT5,2
BP12,DT6,2
BP12,DT7,1
BP12,DT8,1
BP12,EW1,2
BP12,EW10,0
BP12,EW11,1
BP12,EW12,4
BP12,EW13-NS25,1
BP12,EW14-NS26,2
BP12,EW15,2
BP12,EW16,3
BP12,EW17,8
BP12,EW18,11
BP12,EW19,6
BP12,EW2,0
BP12,EW20,9
BP12,EW21,8
BP12,EW22,13
BP12,EW23,48
BP12,EW24-NS1,222
BP12,EW25,4
BP12,EW26,21
BP12,EW27,41
BP12,EW28,26
BP12,EW29,35
BP12,EW3,0
BP12,EW30,5
BP12,EW31,4
BP12,EW32,2
BP12,EW33,3
BP12,EW4,0
BP12,EW5,1
BP12,EW6,0
BP12,EW7,0
BP12,EW8,1
BP12,EW9,1
BP12,NE1,2
BP12,NE10,0
BP12,NE12,1
BP12,NE13,0
BP12,NE14,0
BP12,NE15,0
BP12,NE17-PTC,0
BP12,NE4,1
BP12,NE5,1
BP12,NE7,2
BP12,NE8,1
BP12,NE9,0
BP12,NS10,21
BP12,NS11,36
BP12,NS13,26
BP12,NS14,9
BP12,NS15,18
BP12,NS16,14
BP12,NS17,2
BP12,NS18,1
BP12,NS19,1
BP12,NS2,37
BP12,NS20,2
BP12,NS21,0
BP12,NS22,1
BP12,NS23,1
BP12,NS27,0
BP12,NS28,0
BP12,NS3,32
BP12,NS4,287
BP12,NS5,52
BP12,NS7,28
BP12,NS8,12
BP12,NS9,46
BP12,PE1,0
BP12,PE2,0
BP12,PE7,0
BP12,PW4,0
BP12,PW5,0
BP12,SE1,0
BP12,SE3,0
BP12,SW1,0
BP12,SW5,0
BP12,SW8,0
BP13,BP10,127
BP13,BP11,99
BP13,BP12,61
BP13,BP2,44
BP13,BP3,49
BP13,BP4,38
BP13,BP5,30
BP13,BP6,631
BP13,BP7,12
BP13,BP8,58
BP13,BP9,160
BP13,CC1-NE6-NS24,0
BP13,CC10,0
BP13,CC11,0
BP13,CC12,0
BP13,CC14,0
BP13,CC16,0
BP13,CC17,0
BP13,CC19,0
BP13,CC2,0
BP13,CC20,0
BP13,CC21,0
BP13,CC23,1
BP13,CC24,2
BP13,CC25,0
BP13,CC26,0
BP13,CC27,0
BP13,CC28,0
BP13,CC3,0
BP13,CC4-DT15,1
BP13,CC5,0
BP13,CC6,0
BP13,CC7,0
BP13,CC8,0
BP13,CE1,0
BP13,CG1,0
BP13,CG2,0
BP13,DT1,0
BP13,DT10,0
BP13,DT11,3
BP13,DT13,1
BP13,DT17,1
BP13,DT18,1
BP13,DT2,0
BP13,DT20,0
BP13,DT21,0
BP13,DT23,0
BP13,DT24,0
BP13,DT27,0
BP13,DT28,0
BP13,DT29,0
BP13,DT3,0
BP13,DT30,0
BP13,DT31,0
BP13,DT32,0
BP13,DT5,1
BP13,DT6,1
BP13,DT7,0
BP13,DT8,1
BP13,EW1,1
BP13,EW10,0
BP13,EW11,0
BP13,EW12,2
BP13,EW13-NS25,1
BP13,EW14-NS26,1
BP13,EW15,3
BP13,EW16,2
BP13,EW17,6
BP13,EW18,10
BP13,EW19,8
BP13,EW2,0
BP13,EW20,6
BP13,EW21,4
BP13,EW22,10
BP13,EW23,32
BP13,EW24-NS1,204
BP13,EW25,2
BP13,EW26,6
BP13,EW27,32
BP13,EW28,13
BP13,EW29,18
BP13,EW3,0
BP13,EW30,3
BP13,EW31,4
BP13,EW32,5
BP13,EW33,2
BP13,EW4,0
BP13,EW5,0
BP13,EW6,0
BP13,EW7,0
BP13,EW8,0
BP13,EW9,0
BP13,NE1,1
BP13,NE10,0
BP13,NE11,0
BP13,NE12,0
BP13,NE13,0
BP13,NE14,0
BP13,NE16-STC,0
BP13,NE17-PTC,0
BP13,NE4,1
BP13,NE5,0
BP13,NE7,1
BP13,NE8,0
BP13,NE9,0
BP13,NS10,19
BP13,NS11,19
BP13,NS13,21
BP13,NS14,6
BP13,NS15,15
BP13,NS16,9
BP13,NS17,2
BP13,NS18,1
BP13,NS19,2
BP13,NS2,29
BP13,NS20,1
BP13,NS21,0
BP13,NS22,0
BP13,NS23,0
BP13,NS27,0
BP13,NS28,0
BP13,NS3,27
BP13,NS4,214
BP13,NS5,37
BP13,NS7,8
BP13,NS8,5
BP13,NS9,32
BP13,PE4,0
BP13,PE6,0
BP13,PW7,0
BP13,SW5,0
BP2,BP10,61
BP2,BP11,60
BP2,BP12,69
BP2,BP13,38
BP2,BP3,56
BP2,BP4,65
BP2,BP5,99
BP2,BP6,1548
BP2,BP7,43
BP2,BP8,111
BP2,BP9,84
BP2,CC1-NE6-NS24,2
BP2,CC10,2
BP2,CC11,4
BP2,CC12,0
BP2,CC14,0
BP2,CC16,1
BP2,CC17,0
BP2,CC19,1
BP2,CC2,1
BP2,CC20,0
BP2,CC21,3
BP2,CC23,16
BP2,CC24,28
BP2,CC25,3
BP2,CC26,7
BP2,CC27,5
BP2,CC28,2
BP2,CC3,1
BP2,CC4-DT15,4
BP2,CC5,0
BP2,CC6,1
BP2,CC7,1
BP2,CC8,0
BP2,CE1,3
BP2,CG1,1
BP2,CG2,3
BP2,DT1,0
BP2,DT10,1
BP2,DT11,14
BP2,DT13,4
BP2,DT17,5
BP2,DT18,4
BP2,DT2,1
BP2,DT20,1
BP2,DT21,0
BP2,DT23,0
BP2,DT25,0
BP2,DT27,2
BP2,DT28,1
BP2,DT29,0
BP2,DT3,0
BP2,DT30,0
BP2,DT31,0
BP2,DT32,0
BP2,DT33,0
BP2,DT34,0
BP2,DT5,3
BP2,DT6,1
BP2,DT7,1
BP2,DT8,1
BP2,EW1,1
BP2,EW10,1
BP2,EW11,5
BP2,EW12,10
BP2,EW13-NS25,10
BP2,EW14-NS26,20
BP2,EW15,39
BP2,EW16,15
BP2,EW17,17
BP2,EW18,20
BP2,EW19,12
BP2,EW2,2
BP2,EW20,29
BP2,EW21,34
BP2,EW22,26
BP2,EW23,80
BP2,EW24-NS1,234
BP2,EW25,8
BP2,EW26,27
BP2,EW27,37
BP2,EW28,18
BP2,EW29,32
BP2,EW3,1
BP2,EW30,4
BP2,EW31,6
BP2,EW32,5
BP2,EW33,6
BP2,EW4,4
BP2,EW5,3
BP2,EW6,1
BP2,EW7,3
BP2,EW8,6
BP2,EW9,2
BP2,NE1,21
BP2,NE10,0
BP2,NE11,0
BP2,NE12,3
BP2,NE13,0
BP2,NE14,1
BP2,NE15,0
BP2,NE16-STC,0
BP2,NE17-PTC,0
BP2,NE4,6
BP2,NE5,2
BP2,NE7,3
BP2,NE8,2
BP2,NE9,1
BP2,NS10,33
BP2,NS11,35
BP2,NS13,49
BP2,NS14,14
BP2,NS15,28
BP2,NS16,27
BP2,NS17,13
BP2,NS18,4
BP2,NS19,11
BP2,NS2,73
BP2,NS20,7
BP2,NS21,1
BP2,NS22,5
BP2,NS23,4
BP2,NS27,0
BP2,NS28,1
BP2,NS3,34
BP2,NS4,307
BP2,NS5,105
BP2,NS7,41
BP2,NS8,30
BP2,NS9,72
BP2,PE2,0
BP2,PE3,0
BP2,PE5,0
BP2,SE1,0
BP2,SE2,0
BP2,SW1,0
BP3,BP10,70
BP3,BP11,71
BP3,BP12,122
BP3,BP13,48
BP3,BP2,46
BP3,BP4,26
BP3,BP5,109
BP3,BP6,1657
BP3,BP7,42
BP3,BP8,108
BP3,BP9,73
BP3,CC1-NE6-NS24,2
BP3,CC10,1
BP3,CC11,4
BP3,CC12,0
BP3,CC14,0
BP3,CC16,2
BP3,CC17,0
BP3,CC19,1
BP3,CC2,1
BP3,CC20,0
BP3,CC21,2
BP3,CC23,19
BP3,CC24,21
BP3,CC25,2
BP3,CC26,6
BP3,CC27,8
BP3,CC28,1
BP3,CC3,0
BP3,CC4-DT15,3
BP3,CC5,0
BP3,CC6,1
BP3,CC7,0
BP3,CC8,0
BP3,CE1,2
BP3,CG1,1
BP3,CG2,3
BP3,DT1,0
BP3,DT10,0
BP3,DT11,10
BP3,DT13,2
BP3,DT17,4
BP3,DT18,3
BP3,DT2,0
BP3,DT20,1
BP3,DT21,0
BP3,DT23,1
BP3,DT24,0
BP3,DT25,0
BP3,DT27,0
BP3,DT28,1
BP3,DT29,0
BP3,DT3,0
BP3,DT30,0
BP3,DT31,0
BP3,DT32,0
BP3,DT33,0
BP3,DT34,0
BP3,DT5,2
BP3,DT6,1
BP3,DT7,1
BP3,DT8,1
BP3,EW1,1
BP3,EW10,3
BP3,EW11,4
BP3,EW12,8
BP3,EW13-NS25,11
BP3,EW14-NS26,12
BP3,EW15,40
BP3,EW16,18
BP3,EW17,22
BP3,EW18,41
BP3,EW19,19
BP3,EW2,2
BP3,EW20,34
BP3,EW21,41
BP3,EW22,18
BP3,EW23,93
BP3,EW24-NS1,334
BP3,EW25,9
BP3,EW26,50
BP3,EW27,68
BP3,EW28,26
BP3,EW29,40
BP3,EW3,1
BP3,EW30,4
BP3,EW31,3
BP3,EW32,5
BP3,EW33,2
BP3,EW4,2
BP3,EW5,3
BP3,EW6,1
BP3,EW7,1
BP3,EW8,5
BP3,EW9,3
BP3,NE1,12
BP3,NE10,1
BP3,NE11,0
BP3,NE12,2
BP3,NE13,1
BP3,NE14,1
BP3,NE15,0
BP3,NE16-STC,0
BP3,NE17-PTC,1
BP3,NE4,4
BP3,NE5,2
BP3,NE7,3
BP3,NE8,1
BP3,NE9,1
BP3,NS10,51
BP3,NS11,49
BP3,NS13,80
BP3,NS14,20
BP3,NS15,42
BP3,NS16,40
BP3,NS17,16
BP3,NS18,4
BP3,NS19,10
BP3,NS2,84
BP3,NS20,6
BP3,NS21,1
BP3,NS22,7
BP3,NS23,3
BP3,NS27,0
BP3,NS28,0
BP3,NS3,45
BP3,NS4,576
BP3,NS5,166
BP3,NS7,69
BP3,NS8,53
BP3,NS9,125
BP3,PE1,0
BP3,PE2,0
BP3,PE5,0
BP3,PE6,0
BP3,PE7,0
BP3,PW1,0
BP3,PW3,0
BP3,PW4,0
BP3,PW5,0
BP3,SE1,0
BP3,SE2,0
BP3,SE5,0
BP3,SW1,0
BP3,SW2,0
BP3,SW5,0
BP3,SW8,0
BP4,BP10,58
BP4,BP11,61
BP4,BP12,49
BP4,BP13,31
BP4,BP2,59
BP4,BP3,30
BP4,BP5,41
BP4,BP6,1060
BP4,BP7,41
BP4,BP8,57
BP4,BP9,50
BP4,CC1-NE6-NS24,2
BP4,CC10,1
BP4,CC11,1
BP4,CC12,0
BP4,CC14,0
BP4,CC16,0
BP4,CC17,0
BP4,CC19,0
BP4,CC2,0
BP4,CC20,0
BP4,CC21,2
BP4,CC23,4
BP4,CC24,6
BP4,CC25,0
BP4,CC26,1
BP4,CC27,2
BP4,CC28,1
BP4,CC3,0
BP4,CC4-DT15,1
BP4,CC5,0
BP4,CC6,0
BP4,CC7,0
BP4,CC8,0
BP4,CE1,2
BP4,CG1,1
BP4,CG2,1
BP4,DT1,0
BP4,DT10,0
BP4,DT11,5
BP4,DT13,2
BP4,DT17,1
BP4,DT18,1
BP4,DT2,0
BP4,DT20,0
BP4,DT21,0
BP4,DT23,0
BP4,DT25,0
BP4,DT27,0
BP4,DT28,0
BP4,DT29,0
BP4,DT3,0
BP4,DT30,0
BP4,DT31,0
BP4,DT32,1
BP4,DT33,1
BP4,DT34,0
BP4,DT5,1
BP4,DT6,0
BP4,DT7,0
BP4,DT8,0
BP4,EW1,1
BP4,EW10,1
BP4,EW11,2
BP4,EW12,5
BP4,EW13-NS25,3
BP4,EW14-NS26,2
BP4,EW15,14
BP4,EW16,5
BP4,EW17,27
BP4,EW18,21
BP4,EW19,10
BP4,EW2,3
BP4,EW20,25
BP4,EW21,16
BP4,EW22,9
BP4,EW23,60
BP4,EW24-NS1,199
BP4,EW25,3
BP4,EW26,19
BP4,EW27,50
BP4,EW28,18
BP4,EW29,15
BP4,EW3,1
BP4,EW30,2
BP4,EW31,2
BP4,EW32,3
BP4,EW33,1
BP4,EW4,1
BP4,EW5,2
BP4,EW6,1
BP4,EW7,1
BP4,EW8,2
BP4,EW9,2
BP4,NE1,6
BP4,NE10,0
BP4,NE11,0
BP4,NE12,3
BP4,NE13,1
BP4,NE14,1
BP4,NE15,1
BP4,NE16-STC,1
BP4,NE17-PTC,1
BP4,NE4,2
BP4,NE5,1
BP4,NE7,1
BP4,NE8,1
BP4,NE9,2
BP4,NS10,82
BP4,NS11,70
BP4,NS13,106
BP4,NS14,34
BP4,NS15,33
BP4,NS16,38
BP4,NS17,10
BP4,NS18,5
BP4,NS19,7
BP4,NS2,41
BP4,NS20,3
BP4,NS21,1
BP4,NS22,3
BP4,NS23,2
BP4,NS27,0
BP4,NS28,1
BP4,NS3,26
BP4,NS4,376
BP4,NS5,103
BP4,NS7,25
BP4,NS8,31
BP4,NS9,149
BP4,PE2,0
BP4,PE3,0
BP4,PE5,0
BP4,PE6,0
BP4,PE7,0
BP4,PW5,0
BP4,PW7,0
BP4,SE2,0
BP4,SE3,0
BP4,SE5,0
BP4,SW5,0
BP4,SW7,0
BP5,BP10,252
BP5,BP11,210
BP5,BP12,187
BP5,BP13,76
BP5,BP2,73
BP5,BP3,78
BP5,BP4,34
BP5,BP6,606
BP5,BP7,76
BP5,BP8,93
BP5,BP9,162
BP5,CC1-NE6-NS24,0
BP5,CC10,0
BP5,CC11,1
BP5,CC12,0
BP5,CC14,1
BP5,CC16,0
BP5,CC17,0
BP5,CC19,0
BP5,CC2,0
BP5,CC21,0
BP5,CC23,1
BP5,CC24,3
BP5,CC25,0
BP5,CC26,0
BP5,CC27,0
BP5,CC28,0
BP5,CC3,0
BP5,CC4-DT15,0
BP5,CC5,0
BP5,CC6,0
BP5,CC7,0
BP5,CC8,0
BP5,CE1,0
BP5,CG1,0
BP5,CG2,1
BP5,DT1,0
BP5,DT10,0
BP5,DT11,3
BP5,DT13,1
BP5,DT17,1
BP5,DT18,1
BP5,DT2,0
BP5,DT21,0
BP5,DT22,0
BP5,DT25,0
BP5,DT27,0
BP5,DT28,0
BP5,DT29,0
BP5,DT3,0
BP5,DT30,0
BP5,DT31,0
BP5,DT32,0
BP5,DT33,0
BP5,DT34,0
BP5,DT5,1
BP5,DT6,1
BP5,DT7,0
BP5,DT8,0
BP5,EW1,0
BP5,EW10,0
BP5,EW11,1
BP5,EW12,2
BP5,EW13-NS25,2
BP5,EW14-NS26,1
BP5,EW15,4
BP5,EW16,1
BP5,EW17,7
BP5,EW18,9
BP5,EW19,5
BP5,EW2,0
BP5,EW20,9
BP5,EW21,8
BP5,EW22,5
BP5,EW23,27
BP5,EW24-NS1,118
BP5,EW25,1
BP5,EW26,4
BP5,EW27,23
BP5,EW28,15
BP5,EW29,11
BP5,EW3,0
BP5,EW30,2
BP5,EW31,1
BP5,EW32,3
BP5,EW33,1
BP5,EW4,0
BP5,EW5,0
BP5,EW6,1
BP5,EW7,0
BP5,EW8,1
BP5,EW9,1
BP5,NE1,2
BP5,NE10,0
BP5,NE12,1
BP5,NE13,0
BP5,NE14,0
BP5,NE15,0
BP5,NE16-STC,0
BP5,NE17-PTC,0
BP5,NE4,1
BP5,NE5,0
BP5,NE7,1
BP5,NE8,0
BP5,NE9,0
BP5,NS10,24
BP5,NS11,18
BP5,NS13,24
BP5,NS14,6
BP5,NS15,14
BP5,NS16,9
BP5,NS17,1
BP5,NS18,0
BP5,NS19,2
BP5,NS2,19
BP5,NS20,3
BP5,NS21,1
BP5,NS22,1
BP5,NS23,0
BP5,NS28,0
BP5,NS3,14
BP5,NS4,192
BP5,NS5,49
BP5,NS7,17
BP5,NS8,12
BP5,NS9,33
BP5,PE6,0
BP5,SW5,0
BP6,BP10,1237
BP6,BP11,1225
BP6,BP12,1115
BP6,BP13,487
BP6,BP2,1122
BP6,BP3,1305
BP6,BP4,890
BP6,BP5,516
BP6,BP7,353
BP6,BP8,543
BP6,BP9,879
BP6,CC1-NE6-NS24,0
BP6,CC10,0
BP6,CC11,0
BP6,CC12,0
BP6,CC14,0
BP6,CC16,0
BP6,CC17,0
BP6,CC19,0
BP6,CC2,0
BP6,CC20,0
BP6,CC21,0
BP6,CC23,0
BP6,CC24,1
BP6,CC25,0
BP6,CC26,0
BP6,CC27,0
BP6,CC28,0
BP6,CC3,0
BP6,CC4-DT15,0
BP6,CC5,0
BP6,CC6,0
BP6,CC7,0
BP6,CC8,0
BP6,CE1,0
BP6,CG1,0
BP6,CG2,0
BP6,DT1,0
BP6,DT11,0
BP6,DT13,0
BP6,DT17,0
BP6,DT18,0
BP6,DT2,0
BP6,DT20,0
BP6,DT21,0
BP6,DT28,0
BP6,DT29,0
BP6,DT3,0
BP6,DT30,0
BP6,DT31,0
BP6,DT32,0
BP6,DT5,0
BP6,DT6,0
BP6,DT7,0
BP6,DT8,0
BP6,EW1,0
BP6,EW10,0
BP6,EW11,0
BP6,EW12,1
BP6,EW13-NS25,1
BP6,EW14-NS26,1
BP6,EW15,2
BP6,EW16,1
BP6,EW17,8
BP6,EW18,7
BP6,EW19,7
BP6,EW2,1
BP6,EW20,8
BP6,EW21,4
BP6,EW22,9
BP6,EW23,63
BP6,EW24-NS1,419
BP6,EW25,7
BP6,EW26,28
BP6,EW27,76
BP6,EW28,36
BP6,EW29,23
BP6,EW3,0
BP6,EW30,3
BP6,EW31,3
BP6,EW32,2
BP6,EW33,3
BP6,EW4,0
BP6,EW5,1
BP6,EW6,0
BP6,EW7,0
BP6,EW8,1
BP6,EW9,1
BP6,NE1,1
BP6,NE10,0
BP6,NE12,0
BP6,NE14,0
BP6,NE16-STC,0
BP6,NE17-PTC,0
BP6,NE4,0
BP6,NE5,0
BP6,NE7,0
BP6,NE8,0
BP6,NE9,0
BP6,NS10,103
BP6,NS11,93
BP6,NS13,62
BP6,NS14,22
BP6,NS15,16
BP6,NS16,11
BP6,NS17,3
BP6,NS18,0
BP6,NS19,2
BP6,NS2,84
BP6,NS20,1
BP6,NS21,0
BP6,NS22,1
BP6,NS23,0
BP6,NS27,0
BP6,NS28,0
BP6,NS3,127
BP6,NS4,1543
BP6,NS5,334
BP6,NS7,53
BP6,NS8,38
BP6,NS9,143
BP6,PE2,0
BP6,PE6,0
BP6,PE7,0
BP6,PW5,0
BP6,PW6,0
BP6,SW2,0
BP7,BP10,172
BP7,BP11,87
BP7,BP12,52
BP7,BP13,13
BP7,BP2,41
BP7,BP3,44
BP7,BP4,47
BP7,BP5,32
BP7,BP6,448
BP7,BP8,64
BP7,BP9,184
BP7,CC1-NE6-NS24,0
BP7,CC10,0
BP7,CC11,0
BP7,CC12,0
BP7,CC14,0
BP7,CC16,0
BP7,CC19,0
BP7,CC2,0
BP7,CC20,0
BP7,CC21,0
BP7,CC23,0
BP7,CC24,2
BP7,CC25,0
BP7,CC26,0
BP7,CC27,0
BP7,CC28,0
BP7,CC3,0
BP7,CC4-DT15,0
BP7,CC5,0
BP7,CC6,0
BP7,CC7,0
BP7,CE1,1
BP7,CG1,0
BP7,CG2,0
BP7,DT1,0
BP7,DT10,0
BP7,DT11,1
BP7,DT13,1
BP7,DT17,1
BP7,DT18,1
BP7,DT2,0
BP7,DT21,0
BP7,DT28,0
BP7,DT29,0
BP7,DT3,0
BP7,DT31,0
BP7,DT33,0
BP7,DT34,0
BP7,DT5,1
BP7,DT6,0
BP7,DT7,0
BP7,DT8,0
BP7,EW1,0
BP7,EW10,0
BP7,EW11,0
BP7,EW12,1
BP7,EW13-NS25,0
BP7,EW14-NS26,0
BP7,EW15,1
BP7,EW16,1
BP7,EW17,4
BP7,EW18,5
BP7,EW19,4
BP7,EW2,0
BP7,EW20,5
BP7,EW21,3
BP7,EW22,8
BP7,EW23,21
BP7,EW24-NS1,194
BP7,EW25,2
BP7,EW26,9
BP7,EW27,30
BP7,EW28,14
BP7,EW29,18
BP7,EW3,0
BP7,EW30,2
BP7,EW31,2
BP7,EW32,4
BP7,EW33,1
BP7,EW4,0
BP7,EW5,0
BP7,EW6,0
BP7,EW7,0
BP7,EW8,1
BP7,EW9,1
BP7,NE1,1
BP7,NE10,0
BP7,NE12,0
BP7,NE13,0
BP7,NE14,0
BP7,NE15,0
BP7,NE16-STC,0
BP7,NE4,0
BP7,NE5,0
BP7,NE7,0
BP7,NE8,0
BP7,NE9,0
BP7,NS10,6
BP7,NS11,14
BP7,NS13,6
BP7,NS14,3
BP7,NS15,7
BP7,NS16,5
BP7,NS17,2
BP7,NS18,0
BP7,NS19,1
BP7,NS2,24
BP7,NS20,1
BP7,NS22,1
BP7,NS23,1
BP7,NS27,0
BP7,NS3,22
BP7,NS4,191
BP7,NS5,36
BP7,NS7,13
BP7,NS8,3
BP7,NS9,13
BP7,PE2,0
BP7,PE5,0
BP7,PW4,0
BP7,PW5,0
BP7,SW3,0
BP7,SW8,0
BP8,BP10,495
BP8,BP11,299
BP8,BP12,192
BP8,BP13,66
BP8,BP2,112
BP8,BP3,117
BP8,BP4,75
BP8,BP5,57
BP8,BP6,599
BP8,BP7,38
BP8,BP9,144
BP8,CC1-NE6-NS24,1
BP8,CC10,0
BP8,CC11,0
BP8,CC12,0
BP8,CC14,0
